"country"	"Time"	"category_1"	"category_2"	"category_3"	"category_4"	"value"
"ireland"	"2010-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"312"
"ireland"	"2010-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2688"
"ireland"	"2010-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"664"
"ireland"	"2010-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"38"
"ireland"	"2010-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"208"
"ireland"	"2010-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"68532"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"9988"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"416"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1789"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"346"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"32"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"222"
"ireland"	"2010-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"71954"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"11570"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"741"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1843"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"373"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"38"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"249"
"ireland"	"2010-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"74795"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"12957"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"842"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1774"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"395"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"31"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"252"
"ireland"	"2010-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"73851"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"12650"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"539"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1335"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"447"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"32"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"219"
"ireland"	"2011-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"74586"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"12812"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"890"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1331"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"581"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"31"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"228"
"ireland"	"2011-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"73752"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"15441"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"879"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1147"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"674"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"48"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"217"
"ireland"	"2011-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"71182"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"15666"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"806"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1192"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"964"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"12"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"224"
"ireland"	"2011-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"66445"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"17158"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"349"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"453"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"591"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"10"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"195"
"ireland"	"2012-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"60896"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"20083"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"841"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"452"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"887"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"8"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"176"
"ireland"	"2012-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"60684"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"21285"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1558"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"447"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"732"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"5"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"184"
"ireland"	"2012-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"64295"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"21784"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1706"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"12"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"698"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"5"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"183"
"ireland"	"2012-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"63466"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"49126"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"2271"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"0"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"0"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"0"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"203"
"ireland"	"2013-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"68483"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"49797"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"2274"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"0"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"0"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"0"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"198"
"ireland"	"2013-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"63195"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"50078"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"2302"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"0"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"0"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"0"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"236"
"ireland"	"2013-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"62239"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"50057"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1275"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"907"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1595"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"303"
"ireland"	"2013-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"56863"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"49004"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1642"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"894"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1865"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"362"
"ireland"	"2014-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"59124"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"49346"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1490"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"861"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"2002"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"358"
"ireland"	"2014-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"59142"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"48650"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1386"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"737"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1880"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"5"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"338"
"ireland"	"2014-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"59136"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"47590"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1632"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"799"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1903"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"7"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"345"
"ireland"	"2014-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"64063"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"55711"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"658"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2129"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"3195"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"8"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"381"
"ireland"	"2015-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"92198"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"53762"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"730"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1860"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1807"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"8"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"329"
"ireland"	"2015-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"89161"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"54414"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"857"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1922"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1888"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"8"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"394"
"ireland"	"2015-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"90620"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"54741"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1085"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1912"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1811"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"8"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"382"
"ireland"	"2015-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"87347"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"57863"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"912"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1811"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"1788"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"7"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"385"
"ireland"	"2016-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"90610"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"58432"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1043"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"1686"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"2454"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"343"
"ireland"	"2016-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"82616"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"56391"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1101"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"3466"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"3922"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"7"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"207"
"ireland"	"2016-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"84952"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"57106"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1295"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"3399"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"2992"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"192"
"ireland"	"2016-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"79632"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"55618"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1220"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"3129"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"6008"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"9"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"171"
"ireland"	"2017-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"83371"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"54916"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1330"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2844"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"5036"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"165"
"ireland"	"2017-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"87940"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"55691"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1329"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2808"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"5026"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"175"
"ireland"	"2017-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"87839"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"53903"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1516"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2748"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"5512"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"6"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"140"
"ireland"	"2017-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"84804"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"54417"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1311"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2716"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"7775"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"4"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"125"
"ireland"	"2018-01-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"89481"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"55696"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1462"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2685"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"7968"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"4"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"152"
"ireland"	"2018-04-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"91686"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"56109"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1449"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2728"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"8112"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"4"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"150"
"ireland"	"2018-07-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"91524"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"54205"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1858"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Insurance and Pension Funds"	"2572"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Total Resident"	"Financial Intermediaries"	"Other financial Intermediaries"	"4957"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Total Resident"	"Non-Financial Corporations"	""	"5"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Total Resident"	"Households"	""	"127"
"ireland"	"2018-10-01"	"Total Outstanding Stock "	"Non-Resident"	""	""	"85213"
"ireland"	"2019-01-01"	"Total Outstanding Stock "	"Total Resident"	"MFIs and Central Bank"	""	"54969"
"ireland"	"2019-01-01"	"Total Outstanding Stock "	"Total Resident"	"General Government"	""	"1596"
